src,date,title,url,pic_url
經濟日報 記者楊伶雯／台北即時報導,2024-06-03 18:09,生技股新兵抽起來！醫影6月18日上櫃、中籤可賺3.2萬元,https://money.udn.com/money/story/11074/8007018?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/03/26/2/29288646.jpg&s=Y&x=0&y=0&sw=1279&sh=853&sl=W&fw=300&exp=3600
經濟日報 記者王皓正／台北報導,2024-06-03 23:51,大亞、雄獅 四檔有戲,https://money.udn.com/money/story/5739/8007303?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/31/realtime/29742604.jpg&s=Y&x=308&y=156&sw=3193&sh=2129&sl=W&fw=300&exp=3600
經濟日報 記者朱曼寧／台北即時報導,2024-06-03 16:49,華城自結4月 EPS 1.40元 年增119％,https://money.udn.com/money/story/5607/8006841?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_8.jpg
經濟日報 記者朱曼寧／台北報導,2024-06-04 00:19,欣陸三大事業喊衝,https://money.udn.com/money/story/5710/8007172?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/03/realtime/29755144.jpg&s=Y&x=128&y=64&sw=661&sh=441&sl=W&fw=300&exp=3600
經濟日報 記者蔡靜紋、王奐敏／台北報導,2024-06-04 01:04,上市櫃員工薪酬 愛山林、信驊稱冠,https://money.udn.com/money/story/5607/8007574?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_8.jpg
經濟日報 記者崔馨方／台北報導,2024-06-04 00:29,"聯發科目標價喊1,420元",https://money.udn.com/money/story/5710/8007207?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_7.jpg
經濟日報 記者蕭君暉／台北報導,2024-06-04 00:24,精英處分蘇州廠股權,https://money.udn.com/money/story/5710/8007216?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_0.jpg
經濟日報 記者崔馨方、陳美玲／台北報導,2024-06-03 20:46,今日最夯股／大陸玻璃價漲激勵產業發展 台玻創波段高,https://money.udn.com/money/story/5607/8007256?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/03/2/29755252.jpg&s=Y&x=0&y=0&sw=1279&sh=853&sl=W&fw=300&exp=3600
經濟日報 記者劉芳妙／台北報導,2024-06-04 00:24,致伸Q2每股估賺逾1.55元,https://money.udn.com/money/story/5710/8007214?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_9.jpg
經濟日報 記者張瀞文／台北報導,2024-06-04 02:51,"高盛喊大盤上23,000",https://money.udn.com/money/story/5607/8007610?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_0.jpg
經濟日報 記者謝柏宏／即時報導,2024-06-03 15:47,共信-KY 完成競拍 5日公開申購抽中一張賺2.4萬,https://money.udn.com/money/story/11074/8006670?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/24/realtime/29708036.jpg&s=Y&x=0&y=0&sw=3981&sh=2654&sl=W&fw=300&exp=3600
經濟日報 記者張瀞文／台北即時報導,2024-06-03 21:14,"高盛調升台股目標指數至23,000點 為內外資最高",https://money.udn.com/money/story/5607/8007348?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_0.jpg
經濟日報 記者李珣瑛／桃園報導,2024-06-04 00:28,友輝轉型有成 營運衝鋒,https://money.udn.com/money/story/11074/8007203?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2023/10/27/2/26574640.jpg&s=Y&x=0&y=0&sw=1280&sh=853&sl=W&fw=300&exp=3600
經濟日報 記者嚴雅芳／台北即時報導,2024-06-04 11:53,AI 概念股延燒到生技類股 多檔智慧醫療股衝漲停,https://money.udn.com/money/story/5607/8008535?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/09/2/29630373.jpg&s=Y&x=0&y=0&sw=1266&sh=844&sl=W&fw=300&exp=3600
經濟日報 記者吳凱中／台北報導,2024-06-03 20:45,今日最夯股／新漢深耕工業自動化及物聯網解決方案 跳空漲停,https://money.udn.com/money/story/5607/8007244?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/03/2/29755254.jpg&s=Y&x=0&y=0&sw=1244&sh=829&sl=W&fw=300&exp=3600
經濟日報 記者謝柏宏／即時報導,2024-06-03 17:23,長聖營收／5月6012萬元年增11% 前五月年增27.3%創新高,https://money.udn.com/money/story/11074/8006927?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_6.jpg
經濟日報 記者蔡靜紋／台北報導,2024-06-03 23:36,華碩、奇鋐 挑中長期,https://money.udn.com/money/story/5739/8007304?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/04/2/29755319.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600
經濟日報 記者黃淑惠／台北報導,2024-06-04 00:18,台驊砸3億買長榮股,https://money.udn.com/money/story/5710/8007174?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_3.jpg
經濟日報 吳文同（新光臺灣高股息基金經理人）,2024-06-04 00:29,就市論勢／半導體、網通 有看頭,https://money.udn.com/money/story/5607/8007209?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_5.jpg
經濟日報 記者林政鋒／高雄報導,2024-06-04 00:18,華友聯百億元大案 動土,https://money.udn.com/money/story/5710/8007177?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_6.jpg
經濟日報 記者 崔馨方,2024-06-03 23:33,最牛一輪／新日興熱 元大3B吶喊,https://money.udn.com/money/story/5739/8007315?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/04/2/29755625.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600
經濟日報 記者朱曼寧／台北報導,2024-06-04 00:21,華城4月獲利倍增,https://money.udn.com/money/story/5710/8007173?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/04/10/realtime/29415847.jpg&s=Y&x=0&y=30&sw=4032&sh=2688&sl=W&fw=300&exp=3600
經濟日報 記者崔馨方、李珣瑛／新竹報導,2024-06-03 20:44,今日最夯股／一詮切入水冷散熱、HPC發展可期 股價衝破百元,https://money.udn.com/money/story/5607/8007232?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/03/2/29755256.jpg&s=Y&x=0&y=108&sw=1278&sh=852&sl=W&fw=300&exp=3600
經濟日報 記者陳昱翔／台北報導,2024-06-04 00:34,動力熱轉 業績Q4攀峰,https://money.udn.com/money/story/5710/8007266?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_0.jpg
經濟日報 記者李孟珊／台北報導,2024-06-04 00:28,雍智今年獲利拚新高,https://money.udn.com/money/story/11074/8007211?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_4.jpg
經濟日報 記者王皓正整理,2024-06-03 23:35,大同 選價內外15%,https://money.udn.com/money/story/5739/8007307?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/04/2/29755320.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600
經濟日報 記者王奐敏／台北報導,2024-06-04 00:30,復華日本龍頭 ETF 12日開募,https://money.udn.com/money/story/5607/8007204?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/04/2/29755806.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600
經濟日報 記者徐牧民/台北即時報導,2024-06-04 15:11,台股下跌180點 三大法人賣超292億元,https://money.udn.com/money/story/5607/8009080?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/29/realtime/29731779.jpg&s=Y&x=131&y=0&sw=4506&sh=3004&sl=W&fw=300&exp=3600
經濟日報 記者崔馨方／即時報導,2024-06-04 09:08,台股開盤小跌22點 台積電844元開盤跌2元,https://money.udn.com/money/story/5607/8007991?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_0.jpg
經濟日報 記者盧宏奇／台北報導,2024-06-03 23:53,台光電、勤誠 認購靚,https://money.udn.com/money/story/5739/8007301?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2023/12/20/2/28416326.jpg&s=Y&x=0&y=108&sw=1277&sh=851&sl=W&fw=300&exp=3600
經濟日報 記者徐牧民/台北即時報導,2024-06-04 12:19,台股拉回 IP 股逆勢撐盤 M31、晶心科股價勁揚,https://money.udn.com/money/story/5607/8008636?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_1.jpg
經濟日報 記者馬琬淳∕台北即時報導,2024-06-04 12:03,聯上發爆量上衝 股價盤中創23年新高,https://money.udn.com/money/story/5710/8008574?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_3.jpg
經濟日報 新聞部新媒體中心,2024-06-04 09:28,COMPUTEX 開幕、台積電股東會登場 6月4日重要財經行事曆一次看,https://money.udn.com/money/story/5607/8008031?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/29/2/29732515.jpg&s=Y&x=0&y=0&sw=1280&sh=853&sl=W&fw=300&exp=3600
經濟日報 記者盧宏奇整理,2024-06-03 23:35,創意 押寶逾60天,https://money.udn.com/money/story/5739/8007313?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/04/2/29755324.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600
經濟日報 記者楊筱筠／台北即時報導,2024-06-03 16:41,滙豐助攻證交所實體引資 半導體 AI 產業鏈2招壯大價值,https://money.udn.com/money/story/5607/8006811?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/03/2/29754770.jpg&s=Y&x=0&y=324&sw=1280&sh=853&sl=W&fw=300&exp=3600
經濟日報 記者嚴雅芳／台北報導,2024-06-04 00:18,王品優化日料品牌,https://money.udn.com/money/story/5710/8007176?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_4.jpg
經濟日報 文／蔡靜紋,2024-06-03 19:28,台股擂台／「低調黑馬」陳奇琛：電腦展概念股熱度延續 但留意結束前獲利了結賣壓,https://money.udn.com/money/story/123397/8007145?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/03/2/29755122.jpg&s=Y&x=0&y=0&sw=1277&sh=852&sl=W&fw=300&exp=3600
經濟日報 統一證券,2024-06-04 08:57,6月4日盤前／COMPUTEX 電腦展將登場 電子領漲 台股持續走強,https://money.udn.com/money/story/5607/8007968?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/04/2/29755824.jpg&s=Y&x=0&y=0&sw=1277&sh=852&sl=W&fw=300&exp=3600
經濟日報 記者蔡靜紋／台北即時報導,2024-06-03 23:38,碳焦慮升溫 TCDD 舉辦 CBAM 台灣丹麥雙向論壇,https://money.udn.com/money/story/5607/8007666?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/03/realtime/29755634.jpg&s=Y&x=0&y=21&sw=3000&sh=2000&sl=W&fw=300&exp=3600
經濟日報 記者謝柏宏／台北報導,2024-06-04 00:23,長聖5月營收增11%,https://money.udn.com/money/story/11074/8007178?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_7.jpg
經濟日報 記者蔡靜紋／台北報導,2024-06-04 00:01,證交所引資 回響熱烈,https://money.udn.com/money/story/5607/8007188?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/03/realtime/29755158.jpg&s=Y&x=0&y=11&sw=1477&sh=984&sl=W&fw=300&exp=3600
