src,pic_url,title,url,date
經濟日報 記者馬琬淳∕台北即時報導,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/26/realtime/29716977.jpg&s=Y&x=0&y=0&sw=1889&sh=1251&sl=W&fw=300&exp=3600,京城銀董座證實合併談判持續中 盤中大漲逾4%,https://money.udn.com/money/story/5607/8022898?from=edn_hottestlist_rank,2024-06-11 12:14
經濟日報 記者李珣瑛／新竹即時報導,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/11/realtime/29799101.jpg&s=Y&x=0&y=30&sw=4032&sh=2688&sl=W&fw=300&exp=3600,友達營收／5月253億元 月增6.6%,https://money.udn.com/money/story/5710/8023211?from=edn_hottestlist_rank,2024-06-11 14:18
經濟日報 記者吳康瑋／台北即時報導,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/11/realtime/29797396.jpg&s=Y&x=0&y=6&sw=861&sh=574&sl=W&fw=300&exp=3600,緯穎除息首日開盤填息9成 盤中上沖下洗、填息路漫漫,https://money.udn.com/money/story/5710/8022417?from=edn_hottestlist_rank,2024-06-11 10:03
經濟日報 記者謝柏宏／即時報導,https://udn.com/upf/2017_news/noimg_cid1001_8.jpg,藥華藥 Ropeg 東協再下一城 繼星國後再獲馬來西亞藥證,https://money.udn.com/money/story/5607/8023303?from=edn_hottestlist_rank,2024-06-11 14:46
經濟日報 記者馬琬淳∕台北即時報導,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/10/realtime/29794344.jpg&s=Y&x=0&y=0&sw=1500&sh=1000&sl=W&fw=300&exp=3600,富邦、國泰金前5月獲利皆逼近6百億 盤中雙創波段新高,https://money.udn.com/money/story/5710/8022568?from=edn_hottestlist_rank,2024-06-11 10:45
經濟日報 吳裕良（聯邦投信投資長）,https://udn.com/upf/2017_news/noimg_cid1001_5.jpg,就市論勢／IP、重電、折疊機 亮眼,https://money.udn.com/money/story/5607/8021705?from=edn_hottestlist_rank,2024-06-10 23:41
經濟日報 記者蔡靜紋／台北即時報導,https://udn.com/upf/2017_news/noimg_cid1001_6.jpg,證交所股東常會 將討論4.6元股利案,https://money.udn.com/money/story/5607/8023281?from=edn_hottestlist_rank,2024-06-11 14:40
經濟日報 新聞部新媒體中心,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/04/26/2/29540863.jpg&s=Y&x=0&y=0&sw=1238&sh=825&sl=W&fw=300&exp=3600,連假精選5／WWDC、黃仁勳助攻台積漲價 法人：台股第3季上攻23000,https://money.udn.com/money/story/5607/8021593?from=edn_hottestlist_rank,2024-06-10 18:17
經濟日報 記者盧宏奇／台北即時報導,https://udn.com/upf/2017_news/noimg_cid1001_1.jpg,證交所「機構投資人盡職治理之國際趨勢座談會」 迴響熱烈,https://money.udn.com/money/story/5607/8021551?from=edn_hottestlist_rank,2024-06-10 17:52
經濟日報 新聞部新媒體中心,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/10/2/29794410.jpg&s=Y&x=0&y=0&sw=1238&sh=825&sl=W&fw=300&exp=3600,6月11日重要財經行事曆,https://money.udn.com/money/story/5607/8022192?from=edn_hottestlist_rank,2024-06-11 06:57
經濟日報 記者李珣瑛／新竹報導,https://udn.com/upf/2017_news/noimg_cid1001_4.jpg,永道、韋僑5月營收攀峰 後市帶勁,https://money.udn.com/money/story/5607/8021699?from=edn_hottestlist_rank,2024-06-10 23:41
經濟日報 記者高瑜君／台北報導,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/07/realtime/29621254.jpg&s=Y&x=0&y=264&sw=3426&sh=2284&sl=W&fw=300&exp=3600,環球晶、台勝科 四檔夯,https://money.udn.com/money/story/5739/8021724?from=edn_hottestlist_rank,2024-06-10 23:01
經濟日報 記者吳秉鍇／高雄報導,https://udn.com/upf/2017_news/noimg_cid1001_1.jpg,高球四雄 淡季不淡,https://money.udn.com/money/story/5607/8021672?from=edn_hottestlist_rank,2024-06-10 23:17
經濟日報 記者盧宏奇／台北即時報導,https://udn.com/upf/2017_news/noimg_cid1001_2.jpg,證交所實務宣導 助企業營造健全永續發展生態體系,https://money.udn.com/money/story/5607/8021548?from=edn_hottestlist_rank,2024-06-10 17:50
經濟日報 記者鐘惠玲、蘇嘉維／台北報導,https://udn.com/upf/2017_news/noimg_cid1001_6.jpg,聯詠5月營收月增1% 天鈺月增5%,https://money.udn.com/money/story/5607/8021668?from=edn_hottestlist_rank,2024-06-10 23:37
經濟日報 記者謝柏宏／即時報導,https://udn.com/upf/2017_news/noimg_cid1001_9.jpg,台泥營收／5月138億元年增44% 再創歷史新高,https://money.udn.com/money/story/5710/8023330?from=edn_hottestlist_rank,2024-06-11 14:58
經濟日報 記者 崔馨方,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/11/2/29795391.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600,最牛一輪／亞力紅火 中信37沾光,https://money.udn.com/money/story/5739/8021726?from=edn_hottestlist_rank,2024-06-10 22:57
經濟日報 記者盧宏奇／台北報導,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/11/2/29795496.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600,證交所赴日交流 成果豐,https://money.udn.com/money/story/5607/8021649?from=edn_hottestlist_rank,2024-06-10 23:23
經濟日報 記者李泠秭／台北報導,https://udn.com/upf/2017_news/noimg_cid1001_0.jpg,精誠營收寫最旺5月,https://money.udn.com/money/story/5710/8021664?from=edn_hottestlist_rank,2024-06-10 23:36
經濟日報 記者劉芳妙／台北報導,https://udn.com/upf/2017_news/noimg_cid1001_4.jpg,先進光5月營收月增3% 中揚光月減14%,https://money.udn.com/money/story/5607/8021666?from=edn_hottestlist_rank,2024-06-10 23:37
經濟日報 記者高瑜君整理,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/11/2/29795392.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600,士電 押寶逾90天,https://money.udn.com/money/story/5739/8021736?from=edn_hottestlist_rank,2024-06-10 22:58
經濟日報 記者鐘惠玲／台北報導,https://udn.com/upf/2017_news/noimg_cid1001_4.jpg,盛群5月營收月增15% 松翰微增,https://money.udn.com/money/story/5607/8021667?from=edn_hottestlist_rank,2024-06-10 23:37
經濟日報 記者李珣瑛／新竹報導,https://udn.com/upf/2017_news/noimg_cid1001_2.jpg,世禾營收連二月攻頂,https://money.udn.com/money/story/11074/8021700?from=edn_hottestlist_rank,2024-06-10 23:27
經濟日報 記者謝柏宏／即時報導,https://udn.com/upf/2017_news/noimg_cid1001_2.jpg,保瑞營收／5月近17億元、年增逾五成 與美政府共同投資技術人才,https://money.udn.com/money/story/5607/8023275?from=edn_hottestlist_rank,2024-06-11 14:39
經濟日報 統一證券,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/08/realtime/29785145.jpg&s=Y&x=0&y=3&sw=512&sh=340&sl=W&fw=300&exp=3600,6月11日盤前／靜待聯準會決議 高檔震盪類股輪動快速 建議均衡布局,https://money.udn.com/money/story/5607/8022265?from=edn_hottestlist_rank,2024-06-11 08:50
經濟日報 記者王皓正／台北報導,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/11/2/29795423.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600,上銀、國產 選中長天期,https://money.udn.com/money/story/5739/8021723?from=edn_hottestlist_rank,2024-06-10 23:00
經濟日報 記者宋健生／台中報導,https://udn.com/upf/2017_news/noimg_cid1001_1.jpg,威潤獲太思戰略投資 規模2.3億元,https://money.udn.com/money/story/11074/8021673?from=edn_hottestlist_rank,2024-06-10 23:21
