src,title,url,date,pic_url
經濟日報 記者廖賢龍／即時報導,永豐投顧：類股輪動 AI與高股息雙題材,https://money.udn.com/money/story/5607/7990194?from=edn_hottestlist_rank,2024-05-27 07:25,https://udn.com/upf/2017_news/noimg_cid1001_7.jpg
經濟日報 記者朱曼寧／台北報導,鄉林插旗北市千坪都更案,https://money.udn.com/money/story/5710/7989657?from=edn_hottestlist_rank,2024-05-27 00:53,https://udn.com/upf/2017_news/noimg_cid1001_0.jpg
經濟日報 記者廖賢龍／即時報導,「這種債」表現最佳 免看 Fed 臉色、00933B「係金ㄟ」,https://money.udn.com/money/story/5607/7990573?from=edn_hottestlist_rank,2024-05-27 10:55,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/27/realtime/29718544.jpg&s=Y&x=214&y=0&sw=294&sh=197&sl=W&fw=300&exp=3600
經濟日報 記者盧宏奇／台北報導,勤誠、中砂 認購搶鏡,https://money.udn.com/money/story/5739/7989674?from=edn_hottestlist_rank,2024-05-27 00:46,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/11/2/29641594.jpg&s=Y&x=0&y=192&sw=1280&sh=853&sl=W&fw=300&exp=3600
經濟日報 記者彭慧明／即時報導,Gogolook 股東會／2024年拚轉一般板掛牌、獲利倍數成長,https://money.udn.com/money/story/5710/7990466?from=edn_hottestlist_rank,2024-05-27 10:20,https://udn.com/upf/2017_news/noimg_cid1001_9.jpg
經濟日報 記者嚴雅芳、黃淑惠／台北報導,餐飲業強推新品牌,https://money.udn.com/money/story/5607/7989655?from=edn_hottestlist_rank,2024-05-27 00:53,https://udn.com/upf/2017_news/noimg_cid1001_2.jpg
經濟日報 統一證券,5月27日盤前／Nvidia 再創新高 6月科技股熱鬧滾滾 台股盤堅擇優操作,https://money.udn.com/money/story/5607/7990243?from=edn_hottestlist_rank,2024-05-27 08:36,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/25/2/29709802.jpg&s=Y&x=0&y=0&sw=1279&sh=853&sl=W&fw=300&exp=3600
經濟日報 記者周克威／台北報導,"外資5月買超上看2,000億",https://money.udn.com/money/story/5607/7989998?from=edn_hottestlist_rank,2024-05-27 03:15,https://udn.com/upf/2017_news/noimg_cid1001_5.jpg
經濟日報 記者朱曼寧／台北報導,第一類接觸／亞昕獵地 搶搭房市熱,https://money.udn.com/money/story/11074/7989643?from=edn_hottestlist_rank,2024-05-27 00:57,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/26/realtime/29716702.jpg&s=Y&x=0&y=11&sw=1477&sh=984&sl=W&fw=300&exp=3600
經濟日報 記者李珣瑛／新竹報導,韋僑衝刺解決方案,https://money.udn.com/money/story/11074/7989611?from=edn_hottestlist_rank,2024-05-27 01:04,https://udn.com/upf/2017_news/noimg_cid1001_3.jpg
經濟日報 記者王皓正／台北報導,存股族逢低布局「二高二低一中」概念股 富邦金、長榮等躍多頭護衛軍,https://money.udn.com/money/story/5607/7990031?from=edn_hottestlist_rank,2024-05-26 23:46,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/24/2/29705449.jpg&s=Y&x=0&y=0&sw=512&sh=341&sl=W&fw=300&exp=3600
經濟日報 記者王奐敏／台北報導,七檔創櫃新星 6月上秀,https://money.udn.com/money/story/11074/7989681?from=edn_hottestlist_rank,2024-05-27 00:48,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/27/2/29717163.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600
經濟日報 鄭羽庭（凱基台灣精五門基金經理人）,就市論勢／資通訊、金融 有看頭,https://money.udn.com/money/story/5607/7989610?from=edn_hottestlist_rank,2024-05-27 01:05,https://udn.com/upf/2017_news/noimg_cid1001_6.jpg
經濟日報 記者周克威／台北報導,第一類接觸／法人：亞昕今年每股估賺4.2元,https://money.udn.com/money/story/11074/7989654?from=edn_hottestlist_rank,2024-05-27 00:54,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/27/2/29717168.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600
經濟日報 廖賢龍／台北報導,盤前分析／密集股東會、台北電腦展將至 預期盤面資金將續聚焦 AI 話題,https://money.udn.com/money/story/5607/7990252?from=edn_hottestlist_rank,2024-05-27 08:39,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/25/2/29709790.jpg&s=Y&x=0&y=0&sw=1277&sh=852&sl=W&fw=300&exp=3600
經濟日報 記者黃淑惠／台北即時報導,雲品股東會／每股將發放現金股利2元 看好今年營運展望,https://money.udn.com/money/story/5607/7990682?from=edn_hottestlist_rank,2024-05-27 11:33,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/27/realtime/29718712.jpg&s=Y&x=0&y=17&sw=2364&sh=1576&sl=W&fw=300&exp=3600
經濟日報 記者謝柏宏／台北報導,昱厚攻新藥 擬現增2.4億,https://money.udn.com/money/story/11074/7989683?from=edn_hottestlist_rank,2024-05-27 00:47,https://udn.com/upf/2017_news/noimg_cid1001_8.jpg
經濟日報 記者王皓正整理,茂達 選逾兩個月,https://money.udn.com/money/story/5739/7989667?from=edn_hottestlist_rank,2024-05-27 00:41,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/27/2/29717158.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600
經濟日報 記者廖賢龍／台北報導,世界、力成 押長天期,https://money.udn.com/money/story/5739/7990101?from=edn_hottestlist_rank,2024-05-27 00:43,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/27/2/29717160.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600
經濟日報 記者廖賢龍整理,鈺太 兩檔有看頭,https://money.udn.com/money/story/5739/7989672?from=edn_hottestlist_rank,2024-05-27 00:41,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/27/2/29717157.jpg&s=Y&x=50&y=50&sw=480&sh=320&exp=3600
經濟日報 記者盧宏奇／台北報導,兆豐證贊助國小曲棍球隊,https://money.udn.com/money/story/5607/7989632?from=edn_hottestlist_rank,2024-05-27 01:06,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/26/realtime/29716722.jpg&s=Y&x=0&y=276&sw=3306&sh=2204&sl=W&fw=300&exp=3600
