date,url,pic_url,title,src
2024-06-08 00:27,https://money.udn.com/money/story/5607/8014771?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/31/realtime/29742773.jpg&s=Y&x=0&y=0&sw=1417&sh=944&sl=W&fw=300&exp=3600,輝達一家親 明牌報你知  注意醫療AI、安控及邊緣運算,經濟日報 理財周刊
2024-06-07 23:51,https://money.udn.com/money/story/5607/8014512?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/06/realtime/29772961.jpg&s=Y&x=0&y=0&sw=5000&sh=3333&sl=W&fw=300&exp=3600,今年EPS估6元、明年上看9元，這檔蘋概零件股「投信連六買」營收年增，短線資金點火,經濟日報 萬寶週刊
2024-06-07 20:12,https://money.udn.com/money/story/5710/8017556?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/30/2/29733087.jpg&s=Y&x=0&y=0&sw=1277&sh=852&sl=W&fw=300&exp=3600,長榮航營收／5月180.9億元 年增14.74%、月增1.21%,經濟日報 記者黃淑惠／台北即時報導
2024-06-07 20:30,https://money.udn.com/money/story/5607/8017563?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/07/2/29780125.jpg&s=Y&x=0&y=0&sw=441&sh=294&sl=W&fw=300&exp=3600,今日最夯股／營建股點燃多頭火種 鄉林漲停站上所有均線,經濟日報 記者崔馨方、宋健生/台北、台中報導
2024-06-07 17:40,https://money.udn.com/money/story/5607/8017295?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_8.jpg,中國大陸自動化需求不如預期 美銀調降上銀、亞德客目標價,經濟日報 記者崔馨方／即時報導
2024-06-08 00:07,https://money.udn.com/money/story/5607/8014527?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/06/2/29772272.jpg&s=Y&x=0&y=0&sw=1280&sh=853&sl=W&fw=300&exp=3600,台股KD指標出現熊背離，14檔「被低估的AI伺服器股」抗跌易漲，何時逢低布局？,經濟日報 萬寶週刊
2024-06-07 23:58,https://money.udn.com/money/story/5607/8014602?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/14/realtime/29659026.jpg&s=Y&x=0&y=0&sw=5856&sh=3904&sl=W&fw=300&exp=3600,輝達B100/B200下半年逐步出貨，AI股熱度再度向上？奇鋐、晟銘電、迎廣等業績籌碼解析,經濟日報 萬寶週刊
2024-06-07 16:27,https://money.udn.com/money/story/5710/8017077?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_9.jpg,群聯營收／前五月創同期次高 衝非零售市場展成效,經濟日報 記者蘇嘉維／台北即時報導
2024-06-07 16:51,https://money.udn.com/money/story/5710/8017162?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/29/realtime/29732280.jpg&s=Y&x=0&y=25&sw=3500&sh=2332&sl=W&fw=300&exp=3600,華碩營收／5月448.23億元、月增7.69% 累計年增16%,經濟日報 記者林薏茹／台北即時報導
2024-06-07 23:44,https://money.udn.com/money/story/5710/8017632?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/04/12/realtime/29433277.jpg&s=Y&x=0&y=404&sw=1417&sh=945&sl=W&fw=300&exp=3600,啟碁連兩月營收 突破百億元,經濟日報 記者黃晶琳／台北報導
2024-06-08 00:25,https://money.udn.com/money/story/5607/8014768?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/07/2/29779335.jpg&s=Y&x=0&y=0&sw=1248&sh=832&sl=W&fw=300&exp=3600,外資大逃殺 拒絕當韭菜 下半年快樂出航,經濟日報 理財周刊
2024-06-07 19:22,https://money.udn.com/money/story/5710/8017487?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_9.jpg,啟碁營收／網通營收王！單月連兩月破百億,經濟日報 記者黃晶琳／台北即時報導
2024-06-07 20:24,https://money.udn.com/money/story/11074/8017569?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_1.jpg,高端疫苗營收／5月8400萬元、月增1倍 腸病毒疫苗帶動成長,經濟日報 記者謝柏宏／即時報導
2024-06-07 23:36,https://money.udn.com/money/story/5607/8014517?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/07/2/29779335.jpg&s=Y&x=0&y=0&sw=1248&sh=832&sl=W&fw=300&exp=3600,從大AI股轉為小AI股，資金出現大挪移，5檔飆股能追嗎？,經濟日報 萬寶週刊
2024-06-07 19:49,https://money.udn.com/money/story/5607/8017454?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/07/2/29779962.jpg&s=Y&x=0&y=92&sw=1133&sh=756&sl=W&fw=300&exp=3600,今日最夯股／漢磊下半年營收重返成長軌道 三大法人籌碼偏多 ,經濟日報 記者崔馨方、李孟珊／台北報導
2024-06-07 17:48,https://money.udn.com/money/story/5607/8017324?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_0.jpg,COMPUTEX 加持！台股本周強彈684點 下周 WWDC 接棒,經濟日報 記者楊伶雯／台北即時報導
2024-06-07 23:37,https://money.udn.com/money/story/5607/8017605?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_2.jpg,就市論勢／蘋概、散熱、製鞋 有看頭,經濟日報 尹乃芸（PGIM保德信高成長基金經理人）
2024-06-07 16:21,https://money.udn.com/money/story/5607/8017060?from=edn_hottestlist_rank,https://udn.com/upf/2017_news/noimg_cid1001_0.jpg,辛耘營收／5月年增41％ 創單月歷史新高,經濟日報 記者鐘惠玲／即時報導
2024-06-08 00:23,https://money.udn.com/money/story/5607/8014622?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/05/14/realtime/29659026.jpg&s=Y&x=0&y=0&sw=5856&sh=3904&sl=W&fw=300&exp=3600,客製化資料中心  AMAX及台達電成贏家,經濟日報 先探投資週刊
2024-06-07 23:34,https://money.udn.com/money/story/5710/8017603?from=edn_hottestlist_rank,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/06/08/2/29780613.jpg&s=Y&x=703&y=0&sw=456&sh=304&sl=W&fw=300&exp=3600,誠美材改選 宋妍儀任董座,經濟日報 記者劉芳妙／台北報導
